STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,482727,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,488263,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,493483,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,498352,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,502878,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2022,,6806580,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2023,,6989923,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2024,,7013819,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2025,,6999137,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,6979487,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,6954004,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,6921722,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,6884698,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CZE,Czechia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,6852187,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2022,,34974647,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2023,,35366621,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2024,,35703297,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2025,,35984581,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,36223197,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,36435871,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,36630995,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,36816596,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,36998754,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2022,,42874563,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2023,,43012727,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2024,,43128822,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2025,,43236739,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,43328324,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,43404448,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,43441862,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,43447826,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,43444398,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2022,,251044,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2023,,253056,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2024,,255052,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2025,,256918,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,258614,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,260098,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,261310,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,262381,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,263352,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2022,,6281643,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2023,,6264339,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2024,,6242481,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2025,,6217285,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,6191160,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,6170897,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,6153434,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,6135563,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,6117841,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2022,,3343290,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2023,,3406015,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2024,,3442314,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2025,,3470983,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,3498688,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,3524850,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,3547895,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,3567455,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,3584489,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2022,,892852582.437919,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2023,,896571599.475517,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2024,,898542734.03544,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2025,,899613567.573268,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,900470674.499258,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,901187475.766592,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,901481970.632284,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,901584813.077463,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,901494466.676013,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,NZL,New Zealand,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2022,,3320500,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,NZL,New Zealand,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2023,,3324900,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,NZL,New Zealand,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2024,,3334200,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,NZL,New Zealand,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2025,,3350900,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,NZL,New Zealand,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,3372000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,NZL,New Zealand,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,3390800,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,NZL,New Zealand,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,3408900,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,NZL,New Zealand,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,3426100,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,NZL,New Zealand,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,3445100,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2022,,3314730448.13063,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2023,,3330415698.17952,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2024,,3347682378.75014,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2025,,3365104261.80835,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,3382059790.63814,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,3395760762.84129,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,3402593031.77621,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,3406890131.49517,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,G20,G20,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,3410946580.66243,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2022,,24802412,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2023,,24934600,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2024,,24800775,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2025,,24617046,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,24442705,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,24275794,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,24112538,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,23957015,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,23817730,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2022,,6579418,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2023,,6567311,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2024,,6531299,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2025,,6487034,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2026,,6440024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2027,,6386295,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2028,,6327133,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2029,,6265827,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y15T64,From 15 to 64 years,P,Projection,2030,,6206129,,A,Normal value,0,Units,0,Zero
