Continent,Region/Country,Product,Variable,Year,Unit,Quantity
Oceania,Australia,Dried Grapes,Consumption,2004,tonnes, 48 237
Oceania,Australia,Table Grapes,Consumption,2004,tonnes, 28 280
Oceania,Australia,Dried Grapes,Exports,2004,tonnes, 6 799
Oceania,Australia,Fresh Grapes,Exports,2004,tonnes, 44 950
Oceania,Australia,Dried Grapes,Imports,2004,tonnes, 25 036
Oceania,Australia,Fresh Grapes,Imports,2004,tonnes, 4 310
Oceania,Australia,Dried Grapes,Production,2004,tonnes, 30 000
Oceania,Australia,Fresh Grapes,Production,2004,tonnes,2 014 970
Oceania,Australia,Table Grapes,Production,2004,tonnes, 68 920
Oceania,Australia,Dried Grapes,Consumption,2005,tonnes, 44 632
Oceania,Australia,Table Grapes,Consumption,2005,tonnes, 25 566
Oceania,Australia,Dried Grapes,Exports,2005,tonnes, 6 626
Oceania,Australia,Fresh Grapes,Exports,2005,tonnes, 51 753
Oceania,Australia,Dried Grapes,Imports,2005,tonnes, 21 258
Oceania,Australia,Fresh Grapes,Imports,2005,tonnes, 4 657
Oceania,Australia,Dried Grapes,Production,2005,tonnes, 30 000
Oceania,Australia,Fresh Grapes,Production,2005,tonnes,2 026 500
Oceania,Australia,Table Grapes,Production,2005,tonnes, 72 662
Oceania,Australia,Dried Grapes,Consumption,2006,tonnes, 35 086
Oceania,Australia,Table Grapes,Consumption,2006,tonnes, 38 727
Oceania,Australia,Dried Grapes,Exports,2006,tonnes, 7 319
Oceania,Australia,Fresh Grapes,Exports,2006,tonnes, 47 759
Oceania,Australia,Dried Grapes,Imports,2006,tonnes, 12 005
Oceania,Australia,Fresh Grapes,Imports,2006,tonnes, 4 759
Oceania,Australia,Dried Grapes,Production,2006,tonnes, 30 400
Oceania,Australia,Fresh Grapes,Production,2006,tonnes,1 981 200
Oceania,Australia,Table Grapes,Production,2006,tonnes, 81 727
Oceania,Australia,Dried Grapes,Consumption,2007,tonnes, 34 933
Oceania,Australia,Table Grapes,Consumption,2007,tonnes, 50 188
Oceania,Australia,Dried Grapes,Exports,2007,tonnes, 6 780
Oceania,Australia,Fresh Grapes,Exports,2007,tonnes, 40 542
Oceania,Australia,Dried Grapes,Imports,2007,tonnes, 26 713
Oceania,Australia,Fresh Grapes,Imports,2007,tonnes, 12 003
Oceania,Australia,Dried Grapes,Production,2007,tonnes, 15 000
Oceania,Australia,Fresh Grapes,Production,2007,tonnes,1 530 400
Oceania,Australia,Table Grapes,Production,2007,tonnes, 78 727
Oceania,Australia,Dried Grapes,Consumption,2008,tonnes, 34 988
Oceania,Australia,Table Grapes,Consumption,2008,tonnes, 38 965
Oceania,Australia,Dried Grapes,Exports,2008,tonnes, 4 927
Oceania,Australia,Fresh Grapes,Exports,2008,tonnes, 40 956
Oceania,Australia,Dried Grapes,Imports,2008,tonnes, 28 915
Oceania,Australia,Fresh Grapes,Imports,2008,tonnes, 16 300
